ID,MONTHS_BALANCE,STATUS
5012447,-11,X
5012447,-12,C
5012447,-13,C
5012447,-14,X
5012447,-15,0
5012447,-16,C
5012447,-17,C
5012447,-18,C
5012447,-19,C
5012447,-20,X
5012447,-21,C
5012447,-22,X
5012447,-23,C
5012447,-24,C
5012447,-25,0
5012447,-26,C
5012447,-27,X
5012447,-28,C
5012447,-29,C
5012448,0,X
5012448,-1,X
5012448,-2,0
5012448,-3,C
5012449,0,X
5012449,-1,C
5012449,-2,C
5012449,-3,C
5012449,-4,C
5012449,-5,C
5012449,-6,C
5012449,-7,C
5012449,-8,X
5012449,-9,X
5012449,-10,C
5012449,-11,C
5012449,-12,X
5012449,-13,C
5012449,-14,0
5012449,-15,C
5012449,-16,X
5012449,-17,X
5012449,-18,X
5012449,-19,C
5012449,-20,X
5012449,-21,X
5012449,-22,C
5012449,-23,C
5012450,0,X
5012450,-1,X
5012450,-2,C
5012450,-3,0
5012450,-4,C
5012450,-5,X
5012450,-6,X
5012450,-7,X
5012450,-8,C
5012450,-9,C
5012450,-10,X
5012450,-11,C
5012450,-12,X
5012450,-13,C
5012450,-14,0
5012450,-15,X
5012450,-16,X
5012450,-17,X
5012450,-18,C
5012450,-19,C
5012450,-20,X
5012450,-21,C
5012450,-22,C
5012450,-23,X
5012450,-24,C
5012450,-25,X
5012450,-26,C
5012450,-27,C
5012450,-28,C
5012450,-29,X
5012451,0,X
5012451,-1,2
5012451,-2,C
5012451,-3,C
5012451,-4,X
5012451,-5,C
5012452,0,C
5012452,-1,C
5012452,-2,C
5012452,-3,X
5012452,-4,X
5012452,-5,X
5012452,-6,C
5012452,-7,C
5012452,-8,C
5012452,-9,C
5012452,-10,C
5012452,-11,X
5012452,-12,C
5012452,-13,C
5012452,-14,C
5012452,-15,X
5012453,0,C
5012453,-1,C
5012453,-2,C
5012453,-3,X
5012453,-4,0
5012453,-5,X
5012453,-6,C
5012453,-7,0
5012453,-8,X
5012453,-9,X
5012454,0,C
5012454,-1,X
5012454,-2,X
5012454,-3,0
5012454,-4,X
5012454,-5,X
5012454,-6,X
5012454,-7,C
5012454,-8,C
5012454,-9,X
5012454,-10,C
5012454,-11,C
5012454,-12,C
5012454,-13,X
5012454,-14,C
5012454,-15,X
5012454,-16,C
5012454,-17,X
5012454,-18,C
5012454,-19,C
5012454,-20,C
5012454,-21,X
5012454,-22,C
5012455,0,X
5012455,-1,X
5012455,-2,X
5012455,-3,C
5012455,-4,C
5012455,-5,0
5012455,-6,C
5012455,-7,X
5012455,-8,C
5012455,-9,C
5012455,-10,X
5012455,-11,C
5012455,-12,X
5012455,-13,C
5012455,-14,C
5012455,-15,0
5012455,-16,C
5012455,-17,X
5012455,-18,X
5012455,-19,C
5012455,-20,0
5012455,-21,C
5012455,-22,0
5012455,-23,C
5012455,-24,C
5012455,-25,C
5012455,-26,0
5012455,-27,C
5012455,-28,C
5012455,-29,C
5012456,0,X
5012456,-1,C
5012456,-2,0
5012456,-3,X
5012456,-4,X
5012456,-5,C
5012456,-6,X
5012456,-7,X
5012456,-8,C
5012456,-9,C
5012456,-10,C
5012456,-11,X
5012456,-12,X
5012456,-13,C
5012456,-14,C
5012456,-15,C
5012456,-16,C
5012456,-17,X
5012456,-18,X
5012456,-19,X
5012456,-20,C
5012456,-21,X
5012456,-22,X
5012456,-23,X
5012456,-24,X
5012456,-25,C
5012457,0,X
5012457,-1,X
5012457,-2,X
5012457,-3,C
5012457,-4,0
5012457,-5,X
5012457,-6,X
5012457,-7,X
5012457,-8,X
5012457,-9,C
5012457,-10,C
5012457,-11,C
5012457,-12,0
5012457,-13,0
5012457,-14,X
5012457,-15,C
5012457,-16,X
5012457,-17,X
5012457,-18,C
5012457,-19,X
5012457,-20,C
5012457,-21,X
5012457,-22,C
5012457,-23,X
5012457,-24,X
5012458,0,C
5012458,-1,C
5012458,-2,X
5012458,-3,X
5012458,-4,X
5012458,-5,C
5012458,-6,X
5012458,-7,C
5012458,-8,X
5012458,-9,X
5012458,-10,C
5012458,-11,0
5012458,-12,X
5012458,-13,C
5012458,-14,C
5012458,-15,X
5012458,-16,X
5012458,-17,X
5012458,-18,X
5012458,-19,C
5012458,-20,C
5012458,-21,C
5012459,0,C
5012459,-1,C
5012459,-2,X
5012459,-3,X
5012459,-4,X
5012459,-5,0
5012459,-6,C
5012459,-7,X
5012459,-8,C
5012459,-9,C
5012460,0,C
5012460,-1,C
5012460,-2,C
5012460,-3,C
5012460,-4,C
5012460,-5,C
5012460,-6,2
5012460,-7,X
5012460,-8,0
5012460,-9,C
5012460,-10,3
5012460,-11,1
5012460,-12,0
5012460,-13,X
5012460,-14,C
5012460,-15,X
5012460,-16,X
5012460,-17,C
5012460,-18,C
5012460,-19,C
5012461,0,C
5012461,-1,0
5012461,-2,C
5012461,-3,C
5012461,-4,C
5012461,-5,C
5012461,-6,C
5012461,-7,0
5012461,-8,0
5012461,-9,X
5012461,-10,X
5012461,-11,C
5012461,-12,C
5012461,-13,C
5012461,-14,C
5012461,-15,0
5012461,-16,X
5012461,-17,C
5012461,-18,C
5012461,-19,X
5012461,-20,C
5012462,0,C
5012462,-1,C
5012462,-2,X
5012462,-3,X
5012463,0,X
5012463,-1,X
5012463,-2,C
5012463,-3,X
5012463,-4,X
5012463,-5,C
5012463,-6,C
5012463,-7,X
5012463,-8,X
5012463,-9,C
5012464,0,C
5012464,-1,X
5012464,-2,X
5012464,-3,C
5012464,-4,C
5012464,-5,X
5012464,-6,C
5012464,-7,C
5012464,-8,C
5012464,-9,0
5012464,-10,C
5012464,-11,X
5012464,-12,C
5012464,-13,C
5012464,-14,C
5012464,-15,C
5012464,-16,X
5012464,-17,C
5012465,0,C
5012465,-1,C
5012465,-2,C
5012465,-3,C
5012465,-4,C
5012465,-5,C
5012465,-6,C
5012465,-7,C
5012465,-8,X
5012465,-9,C
5012465,-10,X
5012465,-11,C
5012465,-12,C
5012465,-13,X
5012465,-14,C
5012465,-15,C
5012465,-16,X
5012465,-17,C
5012465,-18,C
5012465,-19,0
5012465,-20,X
5012465,-21,0
5012465,-22,C
5012465,-23,C
5012465,-24,C
5012466,0,C
5012466,-1,X
5012466,-2,X
5012467,0,X
5012467,-1,C
5012467,-2,C
5012467,-3,C
5012467,-4,X
5012467,-5,X
5012467,-6,C
5012467,-7,C
5012467,-8,C
5012467,-9,0
5012467,-10,C
5012467,-11,C
5012467,-12,X
5012467,-13,C
5012467,-14,X
5012467,-15,X
5012467,-16,C
5012467,-17,C
5012467,-18,X
5012467,-19,C
5012467,-20,C
5012467,-21,X
5012467,-22,C
5012467,-23,C
5012467,-24,C
5012467,-25,C
5012467,-26,0
5012467,-27,C
5012467,-28,X
5012467,-29,C
5012468,0,C
5012468,-1,X
5012468,-2,0
5012468,-3,C
5012468,-4,C
5012468,-5,C
5012468,-6,C
5012468,-7,C
5012468,-8,0
5012468,-9,C
5012468,-10,X
5012468,-11,0
5012468,-12,C
5012469,0,C
5012469,-1,0
5012469,-2,X
5012469,-3,X
5012469,-4,X
5012469,-5,X
5012469,-6,0
5012469,-7,C
5012469,-8,C
5012469,-9,C
5012469,-10,X
5012469,-11,C
5012470,0,C
5012470,-1,C
5012470,-2,0
5012470,-3,0
5012470,-4,X
5012470,-5,C
5012470,-6,X
5012470,-7,X
5012470,-8,C
5012470,-9,C
5012470,-10,C
5012470,-11,C
5012470,-12,X
5012470,-13,C
5012470,-14,X
5012470,-15,C
5012470,-16,C
5012470,-17,C
5012470,-18,C
5012470,-19,0
5012470,-20,C
5012470,-21,X
5012470,-22,X
5012470,-23,X
5012470,-24,C
5012470,-25,X
5012470,-26,X
5012470,-27,X
5012470,-28,C
5012470,-29,X
5012471,0,X
5012471,-1,C
5012471,-2,C
5012471,-3,X
5012471,-4,C
5012472,0,C
5012472,-1,C
5012472,-2,C
5012472,-3,X
5012472,-4,X
5012472,-5,X
5012472,-6,X
5012472,-7,3
5012472,-8,X
5012472,-9,X
5012472,-10,0
5012472,-11,0
5012472,-12,1
5012472,-13,X
5012472,-14,1
5012472,-15,C
5012472,-16,C
5012472,-17,0
5012472,-18,C
5012472,-19,2
5012472,-20,1
5012472,-21,C
5012472,-22,X
5012472,-23,C
5012473,0,C
5012473,-1,X
5012473,-2,C
5012473,-3,C
5012473,-4,C
5012473,-5,C
5012473,-6,X
5012473,-7,X
5012473,-8,C
5012473,-9,X
5012473,-10,X
5012474,0,0
5012474,-1,C
5012474,-2,X
5012474,-3,C
5012474,-4,0
5012474,-5,C
5012474,-6,C
5012474,-7,C
5012474,-8,X
5012474,-9,C
5012474,-10,C
5012474,-11,C
5012474,-12,X
5012474,-13,X
5012474,-14,X
5012475,0,X
5012475,-1,X
5012475,-2,0
5012475,-3,X
5012475,-4,C
5012475,-5,X
5012475,-6,0
5012475,-7,C
5012475,-8,X
5012475,-9,C
5012475,-10,C
5012475,-11,C
5012475,-12,C
5012475,-13,X
5012475,-14,C
5012475,-15,0
5012475,-16,C
5012475,-17,X
5012475,-18,C
5012475,-19,C
5012475,-20,X
5012475,-21,C
5012475,-22,0
5012475,-23,C
5012475,-24,0
5012475,-25,C
5012475,-26,C
5012475,-27,C
5012475,-28,C
5012476,0,0
5012476,-1,0
5012476,-2,0
5012476,-3,X
5012476,-4,X
5012476,-5,X
5012476,-6,C
5012476,-7,0
5012476,-8,C
5012476,-9,C
5012476,-10,C
5012476,-11,C
5012476,-12,C
5012477,0,X
5012477,-1,C
5012477,-2,C
5012477,-3,C
5012477,-4,C
5012477,-5,C
5012477,-6,C
5012477,-7,X
5012477,-8,C
5012477,-9,0
5012477,-10,X
5012477,-11,C
5012477,-12,C
5012477,-13,C
5012477,-14,X
5012477,-15,X
5012477,-16,X
5012477,-17,0
5012477,-18,X
5012477,-19,C
5012477,-20,0
5012477,-21,C
5012477,-22,C
5012477,-23,C
5012477,-24,C
5012477,-25,X
5012477,-26,C
5012477,-27,C
5012477,-28,C
5012478,0,X
5012478,-1,C
5012478,-2,0
5012478,-3,X
5012478,-4,C
5012478,-5,0
5012478,-6,C
5012478,-7,X
5012478,-8,C
5012479,0,C
5012479,-1,C
5012479,-2,C
5012479,-3,C
5012479,-4,C
5012479,-5,C
5012479,-6,C
5012479,-7,C
5012479,-8,C
5012479,-9,0
5012479,-10,X
5012479,-11,0
5012479,-12,0
5012479,-13,C
5012479,-14,C
5012480,0,X
5012480,-1,C
5012480,-2,X
5012480,-3,X
5012481,0,X
5012481,-1,0
5012481,-2,C
5012481,-3,C
5012481,-4,X
5012481,-5,C
5012481,-6,X
5012481,-7,C
5012481,-8,C
5012481,-9,0
5012481,-10,X
5012481,-11,0
5012481,-12,X
5012482,0,X
5012482,-1,X
5012482,-2,X
5012482,-3,C
5012482,-4,0
5012482,-5,X
5012482,-6,0
5012482,-7,X
5012482,-8,C
5012482,-9,C
5012483,0,0
5012483,-1,0
5012483,-2,C
5012483,-3,C
5012483,-4,0
5012483,-5,X
5012483,-6,X
5012483,-7,X
5012483,-8,C
5012483,-9,X
5012483,-10,C
5012483,-11,C
5012483,-12,C
5012483,-13,C
5012483,-14,C
5012483,-15,C
5012483,-16,C
5012483,-17,X
5012483,-18,C
5012483,-19,0
5012483,-20,C
5012483,-21,C
5012483,-22,C
5012483,-23,X
5012483,-24,0
5012484,0,C
5012484,-1,C
5012484,-2,X
5012484,-3,X
5012484,-4,C
5012484,-5,C
5012485,0,X
5012485,-1,C
5012485,-2,C
5012485,-3,C
5012485,-4,C
5012485,-5,C
5012485,-6,C
5012485,-7,C
5012485,-8,0
5012485,-9,0
5012485,-10,X
5012485,-11,X
5012485,-12,X
5012485,-13,X
5012485,-14,C
5012485,-15,C
5012485,-16,C
5012485,-17,C
5012486,0,C
5012486,-1,C
5012486,-2,C
5012486,-3,C
5012486,-4,X
5012486,-5,X
5012486,-6,C
5012486,-7,C
5012487,0,X
5012487,-1,X
5012487,-2,X
5012487,-3,C
5012487,-4,0
5012487,-5,X
5012487,-6,C
5012487,-7,C
5012487,-8,X
5012487,-9,C
5012487,-10,C
5012487,-11,C
5012487,-12,C
5012487,-13,X
5012487,-14,X
5012487,-15,C
5012487,-16,0
5012487,-17,0
5012487,-18,C
5012487,-19,0
5012487,-20,X
5012487,-21,C
5012487,-22,C
5012487,-23,C
5012487,-24,X
5012487,-25,C
5012487,-26,0
5012487,-27,C
5012487,-28,X
5012487,-29,C
5012488,0,C
5012488,-1,X
5012488,-2,X
5012488,-3,X
5012488,-4,0
5012488,-5,C
5012488,-6,C
5012488,-7,C
5012488,-8,X
5012488,-9,C
5012488,-10,C
5012488,-11,X
5012488,-12,C
5012488,-13,C
5012488,-14,C
5012488,-15,C
5012488,-16,C
5012489,0,C
5012489,-1,X
5012489,-2,X
5012490,0,C
5012490,-1,X
5012490,-2,C
5012490,-3,X
5012490,-4,C
5012490,-5,C
5012490,-6,C
5012490,-7,X
5012490,-8,X
5012490,-9,C
5012490,-10,X
5012490,-11,C
5012491,0,X
5012491,-1,0
5012491,-2,C
5012491,-3,C
5012491,-4,X
5012491,-5,X
5012491,-6,C
5012491,-7,C
5012491,-8,C
5012491,-9,0
5012491,-10,C
5012491,-11,C
5012491,-12,0
5012491,-13,C
5012491,-14,X
5012491,-15,C
5012491,-16,X
5012491,-17,X
5012491,-18,C
5012491,-19,X
5012491,-20,X
5012491,-21,X
5012491,-22,C
5012491,-23,C
5012491,-24,C
5012491,-25,C
5012492,0,C
5012492,-1,X
5012492,-2,X
5012492,-3,X
5012492,-4,X
5012492,-5,0
5012492,-6,C
5012492,-7,X
5012492,-8,C
5012492,-9,C
5012492,-10,C
5012492,-11,C
5012492,-12,X
5012492,-13,C
5012492,-14,C
5012492,-15,X
5012492,-16,X
5012492,-17,X
5012492,-18,C
5012492,-19,C
5012492,-20,X
5012492,-21,X
5012492,-22,X
5012492,-23,C
5012493,0,C
5012493,-1,0
5012493,-2,X
5012493,-3,X
5012493,-4,C
5012493,-5,X
5012493,-6,X
5012493,-7,C
5012493,-8,C
5012493,-9,X
5012493,-10,0
5012493,-11,X
5012493,-12,C
5012493,-13,X
5012493,-14,X
5012493,-15,X
5012493,-16,C
5012493,-17,C
5012493,-18,X
5012493,-19,X
5012493,-20,X
5012493,-21,C
5012493,-22,X
5012494,0,C
5012494,-1,X
5012494,-2,C
5012494,-3,C
5012494,-4,C
5012494,-5,C
5012494,-6,X
5012494,-7,X
5012494,-8,C
5012494,-9,X
5012494,-10,X
5012495,0,C
5012495,-1,0
5012495,-2,X
5012495,-3,X
5012495,-4,C
5012495,-5,X
5012495,-6,X
5012495,-7,C
5012495,-8,X
5012495,-9,X
5012495,-10,X
5012495,-11,C
5012495,-12,X
5012495,-13,X
5012495,-14,0
5012495,-15,C
5012495,-16,X
5012495,-17,C
5012495,-18,C
5012495,-19,C
5012495,-20,X
5012495,-21,C
5012495,-22,C
5012495,-23,X
5012495,-24,X
5012495,-25,X
5012495,-26,0
5012495,-27,C
5012496,0,C
5012496,-1,C
5012496,-2,C
5012496,-3,C
5012496,-4,X
5012497,0,C
5012497,-1,X
5012497,-2,C
5012497,-3,X
5012497,-4,0
5012497,-5,X
5012497,-6,X
5012497,-7,X
5012497,-8,X
5012497,-9,C
5012498,0,C
5012498,-1,C
5012498,-2,0
5012498,-3,X
5012498,-4,C
5012498,-5,C
5012498,-6,C
5012498,-7,C
5012498,-8,X
5012498,-9,C
5012498,-10,X
5012498,-11,C
5012498,-12,0
5012499,0,C
5012499,-1,C
5012499,-2,C
5012499,-3,C
5012499,-4,X
5012499,-5,X
5012499,-6,C
5012499,-7,C
5012499,-8,0
5012499,-9,X
5012499,-10,C
5012499,-11,C
5012499,-12,C
5012499,-13,0
5012499,-14,C
5012499,-15,0
5012499,-16,X
5012499,-17,C
5012499,-18,C
5012500,0,0
5012500,-1,X
5012500,-2,X
5012500,-3,C
5012501,0,C
5012501,-1,C
5012501,-2,X
5012501,-3,C
5012501,-4,C
5012501,-5,C
5012501,-6,X
5012501,-7,0
5012501,-8,C
5012501,-9,0
5012501,-10,C
5012501,-11,X
5012501,-12,C
5012501,-13,X
5012501,-14,C
5012501,-15,X
5012501,-16,C
5012501,-17,X
5012501,-18,C
5012501,-19,X
5012501,-20,C
5012501,-21,C
5012502,0,C
5012502,-1,X
5012502,-2,C
5012502,-3,C
5012502,-4,C
5012502,-5,C
5012502,-6,C
5012502,-7,C
5012502,-8,C
5012502,-9,X
5012502,-10,0
5012502,-11,X
5012502,-12,C
5012502,-13,X
5012502,-14,C
5012502,-15,C
5012502,-16,C
5012502,-17,C
5012502,-18,C
5012503,0,X
5012503,-1,C
5012503,-2,X
5012503,-3,C
5012503,-4,X
5012503,-5,C
5012503,-6,0
5012503,-7,X
5012503,-8,0
5012503,-9,0
5012503,-10,X
5012503,-11,X
5012503,-12,C
5012503,-13,C
5012503,-14,C
5012503,-15,X
5012503,-16,X
5012503,-17,X
5012503,-18,X
5012503,-19,C
5012503,-20,X
5012503,-21,X
5012503,-22,C
5012503,-23,C
5012503,-24,X
5012503,-25,C
5012503,-26,X
5012503,-27,C
5012504,0,C
5012504,-1,C
5012504,-2,X
5012504,-3,C
5012504,-4,X
5012504,-5,C
5012504,-6,X
5012504,-7,C
5012504,-8,X
5012504,-9,C
5012504,-10,C
5012504,-11,C
5012504,-12,X
5012504,-13,C
5012504,-14,C
5012504,-15,C
5012504,-16,X
5012504,-17,0
5012504,-18,X
5012504,-19,C
5012504,-20,C
5012505,0,X
5012505,-1,C
5012505,-2,0
5012505,-3,C
5012505,-4,X
5012505,-5,X
5012506,0,X
5012506,-1,X
5012506,-2,X
5012506,-3,C
5012506,-4,X
5012506,-5,X
5012506,-6,C
5012506,-7,C
5012506,-8,0
5012506,-9,C
5012506,-10,X
5012506,-11,C
5012506,-12,C
5012506,-13,C
5012506,-14,0
5012506,-15,C
5012506,-16,X
5012506,-17,C
5012506,-18,C
5012506,-19,0
5012506,-20,C
5012506,-21,X
5012506,-22,X
5012506,-23,0
5012506,-24,0
5012506,-25,C
5012506,-26,C
5012506,-27,C
5012507,0,X
5012507,-1,X
5012507,-2,0
5012507,-3,C
5012507,-4,C
5012508,0,C
5012508,-1,C
5012508,-2,X
5012508,-3,C
5012508,-4,0
5012508,-5,C
5012508,-6,C
5012508,-7,C
5012508,-8,X
5012508,-9,X
5012508,-10,C
5012508,-11,X
5012508,-12,X
5012508,-13,C
5012508,-14,C
5012508,-15,C
5012508,-16,C
5012508,-17,C
5012508,-18,C
5012508,-19,C
5012508,-20,X
5012508,-21,C
5012508,-22,X
5012508,-23,0
5012508,-24,C
5012508,-25,0
5012509,0,X
5012509,-1,X
5012509,-2,C
5012509,-3,X
5012509,-4,C
5012509,-5,C
5012509,-6,C
5012510,0,C
5012510,-1,X
5012510,-2,C
5012510,-3,X
5012511,0,X
5012511,-1,X
5012511,-2,C
5012511,-3,C
5012511,-4,C
5012511,-5,X
5012511,-6,X
5012511,-7,C
5012511,-8,C
5012512,0,C
5012512,-1,C
5012512,-2,0
5012512,-3,C
5012512,-4,C
5012512,-5,X
5012512,-6,C
5012512,-7,C
5012512,-8,C
5012512,-9,C
5012512,-10,C
5012512,-11,C
5012512,-12,C
5012512,-13,X
5012512,-14,X
5012512,-15,C
5012512,-16,C
5012512,-17,X
5012512,-18,C
5012512,-19,0
5012513,0,X
5012513,-1,X
5012513,-2,C
5012513,-3,X
5012513,-4,0
5012513,-5,X
5012513,-6,C
5012513,-7,0
5012513,-8,X
5012513,-9,0
5012513,-10,C
5012513,-11,X
5012513,-12,C
5012513,-13,C
5012513,-14,X
5012513,-15,C
5012513,-16,X
5012513,-17,C
5012513,-18,C
5012513,-19,C
5012513,-20,C
5012514,0,0
5012514,-1,C
5012514,-2,1
5012514,-3,C
5012514,-4,X
5012514,-5,C
5012514,-6,0
5012514,-7,C
5012514,-8,C
5012514,-9,X
5012514,-10,C
5012514,-11,C
5012514,-12,C
5012514,-13,X
5012514,-14,C
5012514,-15,C
5012514,-16,C
5012514,-17,C
5012514,-18,0
5012514,-19,C
5012514,-20,C
5012514,-21,X
5012514,-22,C
5012514,-23,C
5012514,-24,C
5012514,-25,C
5012515,0,X
5012515,-1,2
5012515,-2,X
5012515,-3,0
5012515,-4,1
5012515,-5,C
5012515,-6,X
5012515,-7,X
5012515,-8,X
5012515,-9,X
5012515,-10,X
5012515,-11,2
5012515,-12,C
5012515,-13,5
5012515,-14,X
5012515,-15,3
5012515,-16,2
5012515,-17,0
5012515,-18,C
5012515,-19,X
5012515,-20,X
5012515,-21,C
5012515,-22,C
5012515,-23,C
5012515,-24,3
5012515,-25,0
5012515,-26,C
5012515,-27,C
5012515,-28,C
5012515,-29,2
5012516,0,C
5012516,-1,X
5012516,-2,C
5012516,-3,0
5012516,-4,C
5012516,-5,C
5012516,-6,C
5012516,-7,0
5012516,-8,X
5012516,-9,X
5012516,-10,X
5012516,-11,C
5012516,-12,C
5012516,-13,0
5012516,-14,C
5012516,-15,X
5012516,-16,0
5012516,-17,X
5012516,-18,C
5012516,-19,X
5012516,-20,C
5012516,-21,X
5012516,-22,C
5012516,-23,C
5012516,-24,0
5012516,-25,0
5012517,0,C
5012517,-1,X
5012517,-2,X
5012517,-3,C
5012517,-4,X
5012517,-5,2
5012517,-6,X
5012517,-7,C
5012517,-8,X
5012517,-9,2
5012517,-10,X
5012518,0,X
5012518,-1,X
5012518,-2,0
5012518,-3,C
5012518,-4,0
5012518,-5,C
5012518,-6,C
5012518,-7,C
5012518,-8,0
5012518,-9,C
5012518,-10,C
5012518,-11,X
5012518,-12,0
5012518,-13,C
5012518,-14,C
5012518,-15,C
5012518,-16,0
5012518,-17,X
5012518,-18,0
5012518,-19,0
5012518,-20,X
5012518,-21,C
5012518,-22,C
5012518,-23,0
5012518,-24,X
5012518,-25,X
5012519,0,C
5012519,-1,0
5012519,-2,C
5012519,-3,C
5012519,-4,0
5012519,-5,C
5012519,-6,C
5012519,-7,C
5012519,-8,2
5012519,-9,X
5012519,-10,4
5012519,-11,0
5012519,-12,C
5012519,-13,X
5012519,-14,X
5012519,-15,4
5012520,0,2
5012520,-1,C
5012520,-2,C
5012520,-3,C
5012520,-4,1
5012520,-5,C
5012520,-6,C
5012520,-7,C
5012520,-8,C
5012520,-9,3
5012520,-10,C
5012520,-11,X
5012520,-12,1
5012520,-13,C
5012520,-14,X
5012520,-15,X
5012520,-16,C
5012520,-17,X
5012520,-18,2
5012520,-19,C
5012520,-20,X
5012521,0,X
5012521,-1,C
5012521,-2,X
5012521,-3,X
5012521,-4,C
5012521,-5,C
5012521,-6,C
5012521,-7,X
5012521,-8,0
5012521,-9,X
5012521,-10,C
5012521,-11,C
5012521,-12,C
5012521,-13,C
5012521,-14,C
5012521,-15,X
5012521,-16,0
5012521,-17,X
5012521,-18,X
5012521,-19,C
5012522,0,C
5012522,-1,C
5012522,-2,C
5012522,-3,X
5012522,-4,X
5012522,-5,C
5012522,-6,C
5012522,-7,X
5012522,-8,C
5012522,-9,C
5012522,-10,X
5012522,-11,X
5012522,-12,C
5012522,-13,C
5012523,0,X
5012523,-1,C
5012523,-2,0
5012523,-3,C
5012523,-4,C
5012523,-5,C
5012523,-6,C
5012523,-7,C
5012523,-8,C
5012523,-9,C
5012523,-10,C
5012523,-11,X
5012523,-12,0
5012523,-13,C
5012523,-14,C
5012523,-15,X
5012524,0,C
5012524,-1,C
5012524,-2,C
5012524,-3,C
5012524,-4,X
5012524,-5,C
5012524,-6,C
5012524,-7,C
5012525,0,1
5012525,-1,4
5012525,-2,C
5012525,-3,X
5012525,-4,X
5012525,-5,C
5012525,-6,2
5012525,-7,C
5012525,-8,C
5012525,-9,C
5012525,-10,C
5012525,-11,C
5012525,-12,C
5012525,-13,1
5012525,-14,C
5012525,-15,C
5012525,-16,X
5012525,-17,C
5012525,-18,C
5012525,-19,0
5012525,-20,C
5012525,-21,X
5012525,-22,2
5012525,-23,C
5012525,-24,C
5012525,-25,1
5012525,-26,3
5012526,0,C
5012526,-1,C
5012526,-2,C
5012526,-3,X
5012526,-4,C
5012526,-5,X
5012526,-6,X
5012526,-7,0
5012526,-8,C
5012526,-9,X
5012526,-10,X
5012526,-11,X
5012526,-12,C
5012526,-13,C
5012526,-14,C
5012526,-15,X
5012526,-16,X
5012526,-17,X
5012526,-18,C
5012526,-19,C
5012526,-20,C
5012526,-21,X
5012526,-22,C
5012526,-23,C
5012526,-24,C
5012526,-25,C
5012526,-26,0
5012526,-27,X
5012526,-28,X
5012527,0,X
5012527,-1,X
5012527,-2,0
5012527,-3,C
5012527,-4,C
5012527,-5,C
5012527,-6,C
5012527,-7,C
5012528,0,C
5012528,-1,C
5012528,-2,0
5012528,-3,X
5012528,-4,C
5012528,-5,C
5012528,-6,C
5012528,-7,X
5012528,-8,X
5012528,-9,0
5012528,-10,X
5012528,-11,C
5012528,-12,0
5012528,-13,C
5012528,-14,C
5012528,-15,C
5012528,-16,C
5012528,-17,C
5012528,-18,0
5012528,-19,C
5012528,-20,C
5012529,0,C
5012529,-1,X
5012529,-2,C
5012529,-3,C
5012529,-4,C
5012529,-5,C
5012529,-6,0
5012529,-7,X
5012529,-8,X
5012529,-9,C
5012529,-10,0
5012529,-11,C
5012529,-12,C
5012529,-13,X
5012529,-14,C
5012529,-15,X
5012529,-16,C
5012529,-17,C
5012529,-18,X
5012529,-19,X
5012529,-20,0
5012529,-21,C
5012529,-22,C
5012529,-23,C
5012530,0,C
5012530,-1,X
5012530,-2,2
5012530,-3,X
5012530,-4,C
5012530,-5,X
5012530,-6,X
5012530,-7,C
5012530,-8,C
5012530,-9,C
5012530,-10,1
5012530,-11,C
5012530,-12,C
5012530,-13,X
5012530,-14,C
5012530,-15,X
5012530,-16,C
5012531,0,C
5012531,-1,C
5012531,-2,C
5012532,0,X
5012532,-1,C
5012532,-2,C
5012532,-3,X
5012532,-4,C
5012532,-5,C
5012532,-6,X
5012532,-7,X
5012532,-8,X
5012532,-9,C
5012532,-10,X
5012532,-11,C
5012532,-12,X
5012532,-13,C
5012532,-14,C
5012532,-15,C
5012533,0,X
5012533,-1,0
5012533,-2,C
5012533,-3,C
5012533,-4,C
5012533,-5,C
5012533,-6,C
5012533,-7,X
5012533,-8,X
5012533,-9,C
5012533,-10,C
5012533,-11,X
5012533,-12,C
5012533,-13,C
5012533,-14,C
5012533,-15,C
5012533,-16,X
5012533,-17,X
5012533,-18,0
5012533,-19,C
5012533,-20,C
5012533,-21,C
5012533,-22,C
5012533,-23,C
5012534,0,X
5012534,-1,C
5012534,-2,0
5012534,-3,X
5012534,-4,C
5012534,-5,C
5012534,-6,C
5012534,-7,C
5012534,-8,X
5012534,-9,C
5012534,-10,X
5012534,-11,C
5012534,-12,C
5012534,-13,C
5012534,-14,C
5012534,-15,X
5012534,-16,C
5012534,-17,C
5012534,-18,X
5012534,-19,X
5012534,-20,X
5012535,0,2
5012535,-1,C
5012535,-2,C
5012536,0,C
5012536,-1,C
5012536,-2,X
5012536,-3,X
5012536,-4,0
5012536,-5,C
5012536,-6,C
5012536,-7,0
5012536,-8,C
5012537,0,C
5012537,-1,X
5012537,-2,C
5012537,-3,C
5012537,-4,0
5012537,-5,C
5012537,-6,C
5012537,-7,X
5012538,0,C
5012538,-1,X
5012538,-2,X
5012538,-3,X
5012538,-4,C
5012538,-5,C
5012538,-6,C
5012538,-7,C
5012539,0,X
5012539,-1,C
5012539,-2,X
5012539,-3,C
5012539,-4,0
5012539,-5,C
5012539,-6,C
5012539,-7,X
5012539,-8,C
5012539,-9,X
5012539,-10,C
5012539,-11,C
5012539,-12,X
5012539,-13,X
5012539,-14,X
5012539,-15,C
5012539,-16,X
5012539,-17,C
5012539,-18,X
5012539,-19,C
5012539,-20,C
5012539,-21,C
5012539,-22,C
5012539,-23,C
5012539,-24,C
