ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5012984,M,Y,N,0,47500.0,Working,Higher education,Separated,House / apartment,-8183,-108,1,0,0,0,Core staff,1
5012985,F,Y,Y,1,75500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7992,-111,1,0,0,0,nan,3
5012986,F,Y,Y,0,50400.0,Working,Higher education,Married,With parents,-10436,-1685,1,0,1,0,nan,2
5012987,M,Y,N,0,84600.0,Working,Secondary / secondary special,Married,Municipal apartment,-10863,-1392,1,0,0,0,Drivers,2
5012988,M,N,N,1,66800.0,Working,Secondary / secondary special,Married,House / apartment,-21807,-192,1,0,0,1,Core staff,3
5012989,F,N,Y,0,135200.0,State servant,Secondary / secondary special,Separated,House / apartment,-22815,-5957,1,1,0,0,Drivers,1
5012990,M,Y,Y,2,66000.0,Commercial associate,Higher education,Married,Rented apartment,-13949,-747,1,0,1,0,nan,4
5012991,F,N,Y,3,51600.0,Pensioner,Secondary / secondary special,Civil marriage,Co-op apartment,-12947,365243,1,0,0,0,Sales staff,5
5012992,F,N,N,1,67100.0,Working,Higher education,Married,Municipal apartment,-22976,-7048,1,0,0,0,Laborers,3
5012993,F,N,N,0,41600.0,Pensioner,Higher education,Civil marriage,House / apartment,-13356,365243,1,1,1,0,Accountants,2
5012994,F,N,Y,0,70600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15060,-2303,1,1,1,0,High skill tech staff,2
5012995,F,Y,Y,0,145000.0,Working,Secondary / secondary special,Widow,Rented apartment,-24607,-327,1,0,0,0,Laborers,1
5012996,F,Y,Y,1,69500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16667,365243,1,1,0,0,Security staff,3
5012997,F,N,Y,2,38700.0,Pensioner,Higher education,Civil marriage,House / apartment,-16347,365243,1,0,0,0,High skill tech staff,4
5012998,F,N,Y,1,27000.0,Student,Lower secondary,Married,House / apartment,-24686,-1226,1,0,0,0,Core staff,3
5012999,M,N,N,2,33400.0,Pensioner,Higher education,Married,Rented apartment,-13414,365243,1,0,0,0,Laborers,4
5013000,M,N,Y,2,77000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-25398,-221,1,0,1,0,nan,3
5013001,M,N,Y,2,37000.0,Working,Higher education,Married,House / apartment,-10667,-2905,1,0,1,0,Medicine staff,4
5013002,F,Y,N,0,66400.0,Working,Secondary / secondary special,Married,House / apartment,-21425,-816,1,0,1,0,Sales staff,2
5013003,F,Y,Y,2,86800.0,Working,Secondary / secondary special,Widow,House / apartment,-12913,-694,1,0,1,0,Managers,3
5013004,F,Y,Y,1,34300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-25161,365243,1,0,0,0,Managers,3
5013005,M,N,Y,0,93100.0,Commercial associate,Higher education,Married,House / apartment,-12256,-1296,1,0,1,0,Accountants,2
5013006,M,N,Y,4,86500.0,State servant,Secondary / secondary special,Married,House / apartment,-23695,-3485,1,0,0,0,Laborers,6
5013007,F,N,N,3,41400.0,Commercial associate,Secondary / secondary special,Married,With parents,-16390,-1816,1,1,1,0,Core staff,5
5013008,M,N,N,1,100300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-19455,-770,1,0,1,0,Laborers,3
5013009,F,N,Y,2,59500.0,Working,Higher education,Single / not married,House / apartment,-11813,-533,1,0,1,0,nan,3
5013010,F,N,Y,0,167900.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-11310,-372,1,0,0,1,Cooking staff,1
5013011,F,N,Y,0,52000.0,Pensioner,Higher education,Separated,House / apartment,-18675,365243,1,0,0,0,Drivers,1
5013012,M,Y,Y,0,27000.0,Student,Higher education,Married,House / apartment,-8821,-382,1,0,1,1,Managers,2
5013013,M,N,Y,0,32300.0,Working,Higher education,Separated,House / apartment,-21444,-730,1,0,1,1,Core staff,1
5013014,M,N,Y,0,46500.0,Pensioner,Higher education,Single / not married,House / apartment,-20690,365243,1,0,1,0,Drivers,1
5013015,F,Y,Y,0,164500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11311,-1306,1,1,0,0,Accountants,2
5013016,F,Y,Y,1,58500.0,State servant,Secondary / secondary special,Married,With parents,-8682,-873,1,0,0,0,High skill tech staff,3
5013017,M,N,N,0,84300.0,Working,Secondary / secondary special,Married,House / apartment,-15542,-1,1,0,0,1,Laborers,2
5013018,F,Y,N,0,127600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25215,-3963,1,1,1,0,Accountants,2
5013019,F,N,N,0,99700.0,Working,Secondary / secondary special,Married,House / apartment,-15162,-280,1,0,1,0,Cooking staff,2
5013020,M,Y,Y,0,91200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21407,-3646,1,0,1,0,Laborers,2
5013021,F,N,N,0,54400.0,Working,Lower secondary,Married,Rented apartment,-24446,-1069,1,0,0,0,Medicine staff,2
5013022,F,N,N,0,65100.0,Working,Secondary / secondary special,Separated,House / apartment,-21278,-5230,1,0,0,0,Security staff,1
5013023,M,Y,N,0,56500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24252,-1559,1,0,1,1,Core staff,2
5013024,M,N,Y,0,47800.0,Working,Incomplete higher,Married,House / apartment,-8407,-143,1,0,0,0,Accountants,2
5013025,F,N,N,0,142700.0,Commercial associate,Higher education,Married,House / apartment,-18051,-1710,1,0,1,0,Laborers,2
5013026,F,N,Y,2,106300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21136,-5432,1,1,1,0,High skill tech staff,4
5013027,F,N,N,0,54100.0,Pensioner,Higher education,Married,House / apartment,-9359,365243,1,1,0,0,Managers,2
5013028,F,N,Y,1,53000.0,Working,Incomplete higher,Separated,With parents,-8737,-1154,1,0,0,0,Security staff,2
5013029,F,Y,N,0,125300.0,Working,Secondary / secondary special,Married,House / apartment,-18563,-2788,1,0,1,0,Managers,2
5013030,M,N,N,0,65900.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-24585,-185,1,0,1,0,Sales staff,1
5013031,F,N,Y,0,77600.0,Working,Secondary / secondary special,Married,With parents,-22013,-449,1,1,1,0,nan,2
5013032,F,Y,Y,3,154400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10364,-132,1,0,0,0,nan,5
5013033,M,Y,Y,0,52800.0,Working,Secondary / secondary special,Married,House / apartment,-23417,-1714,1,0,1,0,Laborers,2
5013034,F,Y,Y,1,54900.0,Working,Lower secondary,Single / not married,House / apartment,-12346,-3666,1,0,0,0,Managers,2
5013035,F,N,Y,1,116400.0,Working,Secondary / secondary special,Married,House / apartment,-14690,-933,1,0,0,1,Laborers,3
5013036,M,N,Y,0,105500.0,Working,Incomplete higher,Widow,House / apartment,-12407,-78,1,1,1,0,Core staff,1
5013037,F,Y,N,3,89600.0,State servant,Secondary / secondary special,Separated,House / apartment,-9557,-1548,1,0,1,0,High skill tech staff,4
5013038,M,N,Y,0,27000.0,Student,Secondary / secondary special,Married,House / apartment,-11216,-4543,1,0,0,1,Laborers,2
5013039,M,N,N,0,162600.0,Commercial associate,Higher education,Single / not married,House / apartment,-17142,-2146,1,0,0,1,Laborers,1
5013040,M,Y,N,0,55600.0,Working,Higher education,Married,Rented apartment,-9652,-452,1,0,0,0,Accountants,2
5013041,F,N,N,0,59100.0,State servant,Incomplete higher,Separated,House / apartment,-17104,-669,1,0,0,0,High skill tech staff,1
5013042,F,N,N,0,70200.0,State servant,Secondary / secondary special,Married,With parents,-17675,-1004,1,1,0,0,Cooking staff,2
5013043,M,N,Y,1,27700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11761,365243,1,0,1,0,Drivers,3
5013044,F,Y,N,0,158200.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-22114,-1622,1,0,0,0,nan,2
5013045,M,Y,Y,1,79000.0,Working,Higher education,Married,Rented apartment,-9113,-2203,1,0,0,0,Drivers,3
5013046,F,Y,N,0,100200.0,Working,Secondary / secondary special,Married,House / apartment,-16075,-3623,1,0,1,0,Sales staff,2
5013047,F,N,N,4,33500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12861,365243,1,0,1,1,Drivers,5
5013048,M,N,N,0,74100.0,Pensioner,Lower secondary,Married,House / apartment,-16202,365243,1,0,0,0,Accountants,2
5013049,F,N,Y,1,138800.0,Working,Secondary / secondary special,Married,House / apartment,-12158,-2033,1,0,0,0,Sales staff,3
5013050,M,Y,Y,1,41200.0,Working,Incomplete higher,Married,House / apartment,-8403,-2137,1,0,1,0,Sales staff,3
5013051,M,Y,N,0,55100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17456,-445,1,0,0,0,High skill tech staff,2
5013052,F,N,N,0,33100.0,Pensioner,Higher education,Married,Rented apartment,-21695,365243,1,0,1,0,Managers,2
5013053,F,N,Y,0,138600.0,Commercial associate,Incomplete higher,Separated,House / apartment,-23997,-4551,1,0,1,1,Managers,1
5013054,M,N,N,0,99200.0,Commercial associate,Higher education,Married,House / apartment,-12997,-676,1,1,1,0,nan,2
5013055,M,N,Y,0,71000.0,Working,Secondary / secondary special,Married,House / apartment,-16928,-1795,1,0,0,0,Laborers,2
5013056,M,Y,Y,1,86300.0,Working,Higher education,Married,House / apartment,-16018,-365,1,0,0,0,High skill tech staff,3
5013057,F,Y,N,0,218100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21622,-1957,1,0,1,0,nan,2
5013058,M,Y,Y,0,27000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19687,365243,1,1,0,0,Core staff,2
5013059,F,Y,Y,0,63600.0,Working,Secondary / secondary special,Married,House / apartment,-15042,-3836,1,0,0,0,Core staff,2
5013060,F,Y,N,2,27000.0,Working,Lower secondary,Single / not married,House / apartment,-12704,-2947,1,0,0,0,Sales staff,3
5013061,F,Y,Y,0,114800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12383,-579,1,0,0,0,Laborers,2
5013062,M,Y,Y,0,119300.0,Working,Secondary / secondary special,Married,House / apartment,-19301,-1744,1,0,0,0,Drivers,2
5013063,M,Y,N,0,79600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22825,-8662,1,0,0,0,High skill tech staff,1
5013064,M,N,N,0,122600.0,Commercial associate,Incomplete higher,Married,With parents,-23723,-1625,1,0,0,0,Security staff,2
5013065,F,Y,Y,1,27000.0,Pensioner,Higher education,Married,House / apartment,-11859,365243,1,1,1,0,Laborers,3
5013066,M,N,Y,1,59000.0,Pensioner,Higher education,Separated,House / apartment,-11068,365243,1,0,1,0,Managers,2
5013067,M,N,Y,1,220700.0,Working,Higher education,Married,Rented apartment,-15553,-1874,1,0,0,1,Medicine staff,3
5013068,F,N,N,1,77000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24665,-6412,1,1,1,0,Medicine staff,3
5013069,F,N,Y,3,88200.0,Working,Secondary / secondary special,Single / not married,Office apartment,-16680,-5218,1,1,0,0,Laborers,4
5013070,F,Y,N,0,36500.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-23485,365243,1,1,0,0,Laborers,2
5013071,M,N,N,0,51500.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-24504,365243,1,0,1,0,Medicine staff,1
5013072,F,N,Y,0,120400.0,Working,Secondary / secondary special,Married,House / apartment,-18192,-3064,1,0,0,0,Laborers,2
5013073,F,N,Y,0,95800.0,Working,Secondary / secondary special,Married,House / apartment,-9904,-1679,1,0,1,0,Drivers,2
5013074,F,Y,N,0,69800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20264,-1799,1,0,0,0,Laborers,1
5013075,F,Y,Y,0,86700.0,Commercial associate,Higher education,Single / not married,House / apartment,-18173,-3901,1,0,0,0,Core staff,1
5013076,M,Y,Y,0,42600.0,Working,Secondary / secondary special,Married,House / apartment,-13192,-449,1,0,0,0,Laborers,2
5013077,F,N,N,0,144500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10232,-2142,1,0,0,0,Accountants,1
5013078,F,N,N,2,128100.0,Commercial associate,Incomplete higher,Married,Rented apartment,-10769,-2057,1,0,0,1,High skill tech staff,4
5013079,F,Y,Y,4,52000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14960,-5739,1,0,0,1,Laborers,6
5013080,M,N,Y,0,51400.0,Pensioner,Higher education,Separated,Rented apartment,-14493,365243,1,0,0,0,Laborers,1
5013081,M,N,N,2,48200.0,Working,Higher education,Separated,House / apartment,-13282,-1357,1,1,0,0,Managers,3
5013082,M,N,N,2,62600.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-18106,-497,1,0,0,1,Core staff,4
5013083,M,N,Y,4,105400.0,Working,Secondary / secondary special,Married,With parents,-19912,-3727,1,0,0,0,Laborers,6
5013084,M,N,Y,0,114200.0,Working,Higher education,Married,House / apartment,-17625,-1014,1,0,0,0,Core staff,2
5013085,F,Y,Y,1,100700.0,Working,Higher education,Married,House / apartment,-19865,-496,1,0,1,0,Core staff,3
5013086,M,N,N,0,80900.0,Commercial associate,Higher education,Single / not married,Rented apartment,-13543,-2300,1,0,0,0,High skill tech staff,1
5013087,M,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,With parents,-9000,-482,1,1,0,0,Cooking staff,3
5013088,F,N,N,1,64600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19893,-1232,1,0,1,0,Core staff,3
5013089,F,N,N,1,102600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18373,-305,1,0,1,0,Core staff,2
5013090,F,N,N,0,47100.0,Pensioner,Academic degree,Single / not married,House / apartment,-23882,365243,1,0,0,0,Sales staff,1
5013091,F,N,N,2,73800.0,Commercial associate,Higher education,Separated,House / apartment,-21351,-2858,1,0,0,0,Laborers,3
5013092,M,Y,N,0,65900.0,Commercial associate,Higher education,Separated,Municipal apartment,-18443,-1532,1,0,0,1,nan,1
5013093,F,Y,Y,0,104200.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-18692,-148,1,1,0,0,Core staff,1
5013094,F,N,Y,0,44700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23314,365243,1,0,0,0,Laborers,2
5013095,M,Y,N,2,58700.0,Working,Secondary / secondary special,Separated,With parents,-19233,-870,1,0,0,0,Drivers,3
5013096,F,N,Y,3,58600.0,Working,Secondary / secondary special,Married,House / apartment,-19956,-4465,1,0,1,0,Managers,5
5013097,F,Y,Y,1,52200.0,Commercial associate,Higher education,Married,House / apartment,-24035,-4121,1,0,1,0,High skill tech staff,3
5013098,M,Y,Y,0,78800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13966,-151,1,0,1,1,nan,2
5013099,M,Y,Y,0,83200.0,Working,Secondary / secondary special,Married,Rented apartment,-9557,-3211,1,0,0,0,Sales staff,2
5013100,M,N,N,0,37500.0,Working,Higher education,Single / not married,House / apartment,-8498,-90,1,0,1,0,Sales staff,1
5013101,M,N,N,0,29300.0,Pensioner,Higher education,Married,House / apartment,-21935,365243,1,0,0,1,Sales staff,2
5013102,F,Y,Y,0,34800.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12451,-598,1,0,0,0,High skill tech staff,1
5013103,F,Y,N,0,125800.0,Working,Higher education,Widow,House / apartment,-21474,-10,1,0,0,0,Drivers,1
5013104,M,N,Y,0,96600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13776,-156,1,0,1,0,Managers,2
5013105,F,Y,N,2,150200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17264,-265,1,1,1,0,Sales staff,4
5013106,F,N,Y,1,189500.0,Commercial associate,Higher education,Married,House / apartment,-21162,-3365,1,1,1,0,Sales staff,3
5013107,F,N,N,2,111400.0,Commercial associate,Incomplete higher,Widow,House / apartment,-16950,-729,1,0,0,0,Medicine staff,3
5013108,F,N,Y,0,71200.0,Working,Secondary / secondary special,Married,Rented apartment,-12676,-163,1,0,0,0,Drivers,2
5013109,M,N,Y,0,83800.0,State servant,Higher education,Married,With parents,-20757,-696,1,0,0,0,Accountants,2
5013110,F,N,N,0,54700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16277,-275,1,0,0,0,Core staff,1
5013111,F,N,Y,0,50900.0,Working,Secondary / secondary special,Married,House / apartment,-15032,-33,1,0,1,0,nan,2
5013112,F,N,N,1,63500.0,State servant,Higher education,Married,House / apartment,-7698,-1410,1,0,0,0,Laborers,3
5013113,F,N,N,0,68700.0,State servant,Higher education,Single / not married,House / apartment,-22667,-217,1,0,0,0,Drivers,1
5013114,M,Y,Y,2,43300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19090,-4423,1,0,1,1,Security staff,4
5013115,F,N,N,2,44000.0,State servant,Secondary / secondary special,Married,House / apartment,-11440,-423,1,0,1,0,Cooking staff,4
5013116,M,Y,Y,0,51600.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-25118,-6616,1,0,1,0,Sales staff,1
5013117,F,N,Y,0,40500.0,Working,Higher education,Civil marriage,House / apartment,-13810,-3186,1,1,0,1,Managers,2
5013118,F,N,N,3,97400.0,Working,Lower secondary,Single / not married,Rented apartment,-8753,-688,1,0,1,1,Laborers,4
5013119,M,Y,Y,1,78600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20962,-839,1,0,1,0,Medicine staff,3
5013120,F,Y,N,1,83800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18160,-559,1,0,0,0,Laborers,2
5013121,M,N,Y,1,86900.0,Working,Secondary / secondary special,Single / not married,With parents,-14249,-660,1,1,0,0,Sales staff,2
5013122,M,N,N,0,68800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23222,365243,1,0,0,0,nan,1
5013123,F,N,Y,0,89800.0,Working,Academic degree,Married,With parents,-19371,-2159,1,1,0,0,nan,2
5013124,F,N,Y,0,152800.0,Working,Higher education,Married,House / apartment,-25348,-2314,1,1,0,0,Sales staff,2
5013125,F,Y,N,0,74400.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-21894,-522,1,1,1,0,Core staff,1
5013126,F,N,Y,0,83900.0,State servant,Secondary / secondary special,Married,House / apartment,-24692,-4266,1,0,1,1,Core staff,2
5013127,F,N,N,0,36200.0,Pensioner,Incomplete higher,Married,With parents,-9428,365243,1,0,1,0,High skill tech staff,2
5013128,F,N,Y,2,39000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8215,-1640,1,0,0,0,Accountants,4
5013129,F,Y,Y,1,49300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10882,365243,1,0,0,0,Core staff,3
5013130,M,N,Y,0,70100.0,Pensioner,Lower secondary,Married,House / apartment,-22573,365243,1,0,0,0,Core staff,2
5013131,F,Y,Y,0,55000.0,State servant,Lower secondary,Separated,Rented apartment,-16449,-1058,1,0,1,0,Sales staff,1
5013132,M,Y,Y,1,58100.0,Working,Higher education,Single / not married,Rented apartment,-14936,-5056,1,0,0,0,Managers,2
5013133,F,N,N,0,140800.0,Commercial associate,Higher education,Married,House / apartment,-11652,-4294,1,1,1,0,nan,2
5013134,M,Y,N,1,71500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-11740,-47,1,0,1,0,Laborers,3
5013135,M,Y,Y,2,50700.0,State servant,Lower secondary,Married,House / apartment,-8027,-52,1,1,1,0,High skill tech staff,4
5013136,F,N,Y,0,49900.0,State servant,Secondary / secondary special,Married,House / apartment,-16342,-3161,1,1,0,0,Cooking staff,2
5013137,F,N,N,0,63900.0,Pensioner,Higher education,Married,House / apartment,-13820,365243,1,0,1,0,Accountants,2
5013138,M,N,N,2,68900.0,Working,Secondary / secondary special,Married,House / apartment,-13490,-408,1,0,0,0,Core staff,4
5013139,M,N,N,0,68500.0,Working,Higher education,Married,With parents,-24344,-6512,1,0,0,0,Managers,2
5013140,F,N,N,0,39300.0,Working,Secondary / secondary special,Civil marriage,With parents,-21444,-740,1,0,1,0,nan,2
5013141,F,Y,Y,0,90600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23139,-3703,1,0,1,0,Laborers,1
5013142,M,Y,N,3,145500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10280,-713,1,0,0,0,nan,5
5013143,M,Y,N,0,62100.0,Working,Lower secondary,Married,House / apartment,-16286,-2282,1,1,1,1,Laborers,2
5013144,F,N,Y,2,35200.0,Student,Secondary / secondary special,Married,House / apartment,-9668,-1879,1,1,0,1,Laborers,4
5013145,M,Y,Y,0,60900.0,Working,Higher education,Widow,House / apartment,-24106,-2885,1,0,1,0,Security staff,1
5013146,F,Y,Y,0,100300.0,State servant,Secondary / secondary special,Married,Rented apartment,-10796,-900,1,0,1,0,Security staff,2
5013147,F,N,N,1,114200.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8602,-202,1,0,1,0,Laborers,2
5013148,F,N,Y,0,61500.0,Working,Secondary / secondary special,Married,House / apartment,-20764,-103,1,0,0,0,Laborers,2
5013149,M,N,Y,0,28100.0,Working,Secondary / secondary special,Married,Municipal apartment,-15792,-2237,1,0,0,0,nan,2
5013150,F,N,Y,0,27000.0,Student,Secondary / secondary special,Separated,With parents,-18653,-2495,1,0,1,0,Core staff,1
5013151,F,Y,Y,0,55500.0,Pensioner,Lower secondary,Married,House / apartment,-20036,365243,1,0,0,0,Laborers,2
5013152,F,N,Y,0,108900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21370,-2105,1,0,1,0,Core staff,1
5013153,F,N,N,1,55700.0,Working,Academic degree,Civil marriage,House / apartment,-21913,-59,1,0,1,0,Accountants,3
5013154,F,N,Y,1,167400.0,Commercial associate,Higher education,Single / not married,House / apartment,-20218,-338,1,1,0,0,nan,2
5013155,F,Y,N,3,143200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-25055,-1734,1,0,0,0,Laborers,5
5013156,M,N,N,1,100100.0,Working,Higher education,Single / not married,Rented apartment,-13810,-728,1,1,1,0,Core staff,2
5013157,F,N,N,1,54800.0,Commercial associate,Higher education,Married,With parents,-15246,-1676,1,0,1,0,Managers,3
5013158,F,Y,N,1,125900.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-8539,-2151,1,0,0,0,Accountants,2
5013159,F,N,Y,2,57400.0,Working,Higher education,Separated,With parents,-21195,-5618,1,0,0,0,High skill tech staff,3
5013160,M,Y,Y,0,58800.0,State servant,Higher education,Married,Municipal apartment,-20246,-762,1,1,1,0,Sales staff,2
5013161,F,N,Y,0,112100.0,Commercial associate,Higher education,Married,House / apartment,-20008,-1200,1,1,1,0,Laborers,2
5013162,F,N,N,1,57600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12722,365243,1,0,1,0,Core staff,3
5013163,M,Y,Y,0,89800.0,Working,Higher education,Married,House / apartment,-13245,-2761,1,0,1,0,Core staff,2
5013164,M,Y,Y,2,98300.0,Working,Secondary / secondary special,Married,House / apartment,-9018,-2335,1,0,1,0,Laborers,4
5013165,F,Y,N,0,71300.0,Working,Secondary / secondary special,Married,House / apartment,-10783,-2815,1,0,0,0,nan,2
5013166,F,Y,N,0,38100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21494,-1421,1,0,1,0,Core staff,2
5013167,F,Y,N,2,196000.0,State servant,Higher education,Married,House / apartment,-13132,-1637,1,0,0,1,Security staff,4
5013168,M,Y,N,0,64400.0,State servant,Secondary / secondary special,Civil marriage,With parents,-7832,-654,1,0,0,0,Managers,2
5013169,F,N,Y,3,34500.0,Pensioner,Secondary / secondary special,Single / not married,Co-op apartment,-11139,365243,1,0,1,1,nan,4
5013170,M,Y,Y,4,52900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11467,-2477,1,0,0,0,Laborers,6
5013171,F,N,Y,1,50900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18851,365243,1,0,1,0,Laborers,3
5013172,M,N,N,0,92900.0,Commercial associate,Higher education,Married,House / apartment,-20706,-1910,1,0,0,0,Laborers,2
5013173,M,N,Y,0,69300.0,Working,Secondary / secondary special,Separated,House / apartment,-19855,-3207,1,0,1,0,Accountants,1
5013174,M,N,Y,0,143500.0,Working,Higher education,Civil marriage,With parents,-21382,-1755,1,0,0,0,Core staff,2
5013175,M,Y,N,2,122900.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-13507,-3886,1,0,1,1,Cooking staff,3
5013176,M,Y,Y,0,46300.0,Working,Higher education,Single / not married,House / apartment,-8833,-1992,1,1,0,0,High skill tech staff,1
5013177,M,N,N,0,186000.0,Working,Incomplete higher,Married,House / apartment,-23143,-1371,1,0,0,0,Drivers,2
5013178,F,N,N,0,37000.0,Working,Secondary / secondary special,Married,House / apartment,-20993,-267,1,0,0,0,Managers,2
5013179,F,N,N,0,86800.0,Commercial associate,Academic degree,Married,Office apartment,-14070,-3320,1,0,1,0,Core staff,2
5013180,M,N,Y,2,52600.0,Working,Lower secondary,Married,House / apartment,-21575,-3553,1,1,1,0,Laborers,4
5013181,F,N,Y,0,108000.0,Commercial associate,Academic degree,Married,Municipal apartment,-20755,-837,1,0,0,0,Managers,2
5013182,M,N,N,0,97400.0,Working,Higher education,Civil marriage,House / apartment,-22153,-1145,1,0,0,1,Laborers,2
5013183,F,N,N,1,60700.0,Working,Secondary / secondary special,Married,House / apartment,-10016,-1120,1,0,0,0,Cooking staff,3
5013184,M,Y,Y,2,76300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11793,365243,1,0,1,0,Security staff,4
5013185,M,Y,Y,2,80000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-14312,-1811,1,0,0,0,Drivers,4
5013186,F,N,Y,2,141100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21161,-1535,1,0,0,0,Managers,3
5013187,F,N,N,0,72200.0,Pensioner,Higher education,Married,With parents,-10567,365243,1,1,1,0,Managers,2
5013188,F,N,Y,0,59200.0,Working,Secondary / secondary special,Widow,House / apartment,-11283,-552,1,0,0,0,Managers,1
5013189,F,Y,Y,4,76400.0,Pensioner,Academic degree,Married,House / apartment,-20526,365243,1,1,1,1,Accountants,6
5013190,F,N,N,4,54700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10058,-2633,1,0,1,0,Laborers,5
5013191,M,Y,Y,1,96900.0,Working,Secondary / secondary special,Separated,House / apartment,-17600,-2798,1,0,0,0,Managers,2
5013192,M,N,N,1,115900.0,Commercial associate,Lower secondary,Married,Municipal apartment,-22495,-757,1,0,0,0,Security staff,3
5013193,M,Y,Y,3,57900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23242,-1866,1,0,1,0,Managers,5
5013194,M,Y,Y,0,29800.0,Working,Lower secondary,Single / not married,House / apartment,-14056,-1285,1,0,0,0,Laborers,1
5013195,F,Y,Y,0,142200.0,Working,Incomplete higher,Married,House / apartment,-21134,-674,1,0,1,0,Core staff,2
5013196,F,Y,Y,1,88300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7771,-1249,1,0,0,0,High skill tech staff,2
5013197,M,N,Y,3,92300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17973,-3035,1,0,0,0,nan,5
5013198,F,Y,Y,1,47900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-15606,365243,1,1,1,0,Cooking staff,3
5013199,F,Y,Y,2,73700.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-15498,365243,1,0,0,0,Security staff,3
